lat,lon,pc_code,pc_location,pc_name,ps_male,ps_female,ps_total
34.92929974000006,62.23642445000006,3207188,Shirwani Village,Shirwayee School,2,0,2
35.423864060000035,61.34292269000008,3208205,Kariz Elyas,Kariz-E- Elyas Clinic,2,2,4
34.375690060000075,63.204708200000006,3212367,Band-E-Benafsh Village,Band-E-Benafsh Girls School,0,2,2
33.296996680000106,62.126842060000115,3214464,Sangistan,Sangistan School,1,1,2
32.387326930000015,62.10349640000001,3301011,Yazdeh Village,Yazdeh Village Boys High School,2,2,4
32.36393134000015,61.460672970000076,3304081,Ganak,Gang Primary School,1,1,2
32.75348018000003,62.59850452000004,3306134,Farah Rud,Primary School,2,1,3
33.16402790000012,63.30637977000002,3311188,Farah Rud,Farah Rud Mosque,1,1,2
32.998767410000006,63.78587334000004,3311211,Arghaman,Arghaman Mosque,1,1,2
31.062093760000042,61.8299774000001,3402017,Deh Raees Village,Deh Raees Village School,1,1,2
34.200865200000074,70.27025198000008,0611311,Landi Khel,Landi Khel School,0,2,2
34.71195918000008,70.6167287100001,0612228,Sargkalak,Sarkalak Mosque,1,1,2
34.23828044000003,70.93392389000006,0617475,Ghazgai,Ghazgai Mosque,2,0,2
34.67417196000006,70.21160382000001,0701003,Mahtarlam,Shahr-E-Naw Exprimental School,4,1,5
34.78198677000008,70.11134261000004,0703091,Alishang,Najel School,3,1,4
34.917913110000015,70.10153455000005,0705123,Mandol,Zarkamar  Mosque,2,1,3
35.27028123000002,69.44716186000002,0802028,Peyawesht,Peyawesht Girls High School,1,1,2
35.445916740000065,69.75303921000008,0804019,Mata,Mata Mosque,2,1,3
35.20898692000002,69.31201673000008,0806091,Koraba,Koraba,1,1,2
35.25244577000011,69.70887624000004,0808048,Baba Ali,Baba Ali School,2,1,3
35.98679726000005,68.68621851000007,0901011,Third Nahia,Band Du High School,3,2,5
35.972819360000045,68.56272715000006,0901030,See Bia U Sad Bia Behind Gorgan,Hazrat Imam Hussain School,2,1,3
